Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
41,0,1,1,24,1,0,209,1,1,7,1,26610,7.0,14,8,1,22.0,2,18,11,8,2.0,1.0,3.0,3,3
37,0,0,1,7,2,1,210,1,1,0,2,20280,1.0,16,8,1,9.0,3,9,7,7,1.0,2.0,3.0,3,3
52,0,1,0,2,1,1,211,1,1,2,2,99800,1.0,11,8,1,18.0,2,10,6,9,4.0,1.0,3.0,3,3
32,1,0,1,7,2,0,212,0,2,7,1,32980,8.0,22,8,0,6.0,4,4,1,2,4.0,3.0,3.0,2,4
24,0,2,0,22,3,0,213,0,1,4,1,29350,0.0,14,8,2,3.0,5,2,2,1,4.0,4.0,3.0,2,3
38,0,1,1,5,3,0,214,0,1,1,1,154270,3.0,16,8,1,18.0,2,1,0,0,3.0,3.0,3.0,3,3
37,0,1,1,1,4,3,215,0,5,1,1,39440,6.0,11,8,2,8.0,3,6,4,3,2.0,2.0,2.0,3,3
49,0,1,0,21,1,0,216,1,1,0,2,40110,1.0,18,8,2,31.0,2,31,0,9,4.0,3.0,3.0,1,3
24,0,1,0,1,3,2,217,0,1,0,1,34070,1.0,15,8,2,6.0,2,6,1,4,2.0,4.0,3.0,2,3
26,0,1,1,19,4,3,218,0,4,0,1,119940,1.0,14,8,1,6.0,6,5,1,4,1.0,2.0,4.0,3,3
24,0,1,0,7,3,1,219,0,1,2,1,12320,1.0,12,8,0,1.0,4,1,0,0,4.0,2.0,3.0,1,3
50,0,2,0,2,2,2,220,1,1,0,1,29600,1.0,14,8,3,32.0,2,32,10,7,1.0,2.0,3.0,3,3
25,0,1,1,2,3,0,221,1,1,1,1,190940,1.0,16,8,0,7.0,3,7,0,6,2.0,3.0,3.0,2,3
24,1,2,1,2,3,1,222,1,2,1,1,39190,1.0,21,8,0,6.0,3,6,1,2,1.0,3.0,3.0,3,4
30,1,2,1,9,3,5,223,1,2,4,1,68250,1.0,14,8,0,1.0,2,1,0,0,2.0,1.0,4.0,3,3
34,0,1,0,6,2,0,224,1,4,7,1,102480,1.0,12,8,1,6.0,4,6,1,3,2.0,4.0,3.0,3,3
31,1,1,1,9,1,1,225,0,1,6,2,189470,2.0,12,8,2,9.0,2,3,1,2,2.0,1.0,1.0,2,3
35,0,1,1,2,3,0,226,0,5,0,0,24960,4.0,17,8,3,9.0,3,3,0,2,1.0,4.0,3.0,3,3
31,0,1,0,1,3,2,227,0,2,0,2,64650,4.0,17,8,0,13.0,3,7,5,7,1.0,4.0,4.0,3,3
27,0,1,0,22,4,1,228,1,1,6,2,22060,0.0,14,8,1,6.0,4,5,0,3,1.0,3.0,2.0,3,3
37,0,1,0,9,4,2,229,0,2,2,1,20860,4.0,14,8,0,17.0,3,3,1,0,4.0,3.0,2.0,3,3
20,0,1,1,17,4,1,230,0,1,6,0,22930,1.0,13,8,2,1.0,3,1,0,0,4.0,2.0,4.0,1,3
42,0,1,1,28,4,0,231,0,2,3,1,26450,1.0,15,8,0,10.0,5,10,2,2,3.0,4.0,3.0,3,3
43,0,1,1,10,5,3,232,0,2,0,2,26830,4.0,11,8,0,21.0,3,1,0,0,2.0,4.0,2.0,3,3
38,0,1,2,2,4,1,233,1,1,8,0,20140,3.0,17,8,1,8.0,5,0,0,0,3.0,1.0,2.0,4,3
43,0,2,0,4,3,1,234,0,2,4,2,34190,3.0,11,8,1,10.0,5,8,4,7,4.0,3.0,3.0,3,3
48,0,1,1,8,1,1,235,1,2,2,1,53760,7.0,13,8,1,21.0,3,3,0,2,4.0,1.0,1.0,4,3
44,0,1,0,29,4,2,236,1,2,0,0,19510,4.0,22,8,3,10.0,4,2,0,2,1.0,3.0,4.0,4,4
34,0,1,1,13,4,0,237,0,1,2,2,23410,1.0,20,8,2,8.0,3,8,0,6,3.0,3.0,3.0,2,4
27,1,1,0,27,3,0,238,1,2,1,2,22930,0.0,18,8,0,5.0,0,4,0,2,3.0,1.0,3.0,3,3
21,0,1,0,16,2,0,239,1,3,0,0,87260,1.0,11,8,1,3.0,2,3,1,2,3.0,3.0,3.0,1,3
44,0,1,1,2,2,0,240,1,1,2,1,40110,4.0,14,8,1,26.0,2,2,0,1,4.0,4.0,4.0,3,3
22,0,1,1,2,2,1,241,0,2,2,1,195450,0.0,14,8,0,3.0,3,2,2,2,1.0,3.0,3.0,2,3
33,0,1,0,13,4,2,242,0,2,3,2,45680,0.0,18,8,1,6.0,2,5,1,2,3.0,3.0,3.0,3,3
32,0,1,1,1,1,0,243,0,1,4,1,30220,1.0,16,8,1,6.0,3,6,0,5,1.0,4.0,2.0,3,3
30,0,2,1,4,5,3,244,1,3,5,2,57720,1.0,17,8,0,1.0,3,1,0,0,3.0,3.0,3.0,3,3
53,0,1,1,24,3,5,245,0,3,5,0,22690,7.0,11,8,1,18.0,2,14,8,10,4.0,1.0,4.0,2,3
34,0,1,1,1,5,1,246,1,1,1,1,53810,1.0,12,8,0,10.0,0,10,8,8,2.0,4.0,2.0,3,3
45,1,2,1,19,4,0,247,1,3,7,1,34410,2.0,13,8,1,5.0,5,1,0,0,1.0,1.0,3.0,3,3
26,0,1,1,7,2,0,248,1,1,3,1,54540,1.0,13,8,1,3.0,5,3,0,2,3.0,4.0,3.0,4,3
37,0,1,1,4,3,1,249,1,1,5,1,98840,1.0,14,8,0,10.0,3,10,7,8,3.0,3.0,3.0,2,3
29,0,1,1,2,3,0,250,0,1,4,1,41570,1.0,17,8,3,6.0,2,6,1,2,2.0,3.0,2.0,3,3
35,0,1,1,10,5,1,251,0,4,2,0,134580,1.0,11,8,0,17.0,3,17,11,8,2.0,4.0,3.0,3,3
33,0,2,1,8,3,3,252,1,2,2,2,90690,3.0,25,8,1,15.0,3,13,4,7,3.0,4.0,1.0,3,4
54,0,1,1,5,2,0,253,0,2,0,1,40140,2.0,19,8,1,16.0,4,9,7,1,3.0,2.0,4.0,2,3
36,0,1,1,8,3,0,254,1,2,1,2,59150,2.0,13,8,1,13.0,3,3,0,2,2.0,2.0,3.0,2,3
27,0,1,0,9,3,2,255,1,5,7,0,59930,0.0,14,8,1,5.0,3,4,1,1,1.0,4.0,3.0,1,3
20,1,1,1,1,3,0,256,1,5,6,0,61620,1.0,12,8,3,1.0,2,1,1,1,4.0,3.0,3.0,2,3
33,1,2,1,15,4,1,257,0,1,2,0,24060,1.0,11,8,0,10.0,3,10,9,7,1.0,1.0,3.0,3,3
35,0,0,1,2,1,1,258,1,1,1,1,187400,1.0,19,8,1,1.0,2,1,0,0,3.0,3.0,3.0,4,3
23,0,1,1,2,3,0,259,1,1,4,1,76370,2.0,11,8,1,5.0,3,3,0,2,1.0,1.0,4.0,3,3
25,0,1,1,11,3,1,260,1,2,3,1,100960,0.0,11,8,1,4.0,3,3,1,2,4.0,2.0,3.0,3,3
38,0,1,1,16,3,0,261,1,5,1,0,147560,0.0,20,8,1,8.0,3,7,0,5,4.0,4.0,3.0,2,4
29,0,2,0,2,4,0,262,1,4,4,2,64990,1.0,18,8,3,10.0,3,10,2,8,2.0,4.0,3.0,2,3
48,0,1,1,16,3,3,263,1,1,0,1,97240,3.0,13,8,0,12.0,2,2,2,2,2.0,2.0,3.0,4,3
27,0,2,0,4,3,3,264,1,5,2,2,21940,1.0,12,8,0,6.0,5,6,0,4,4.0,4.0,3.0,3,3
37,0,1,1,16,3,0,265,1,3,5,0,33880,3.0,11,8,0,4.0,2,1,0,0,4.0,4.0,3.0,4,3
50,0,1,0,5,3,1,266,1,1,2,1,54730,1.0,19,8,1,20.0,2,20,3,8,4.0,3.0,3.0,4,3
34,0,1,1,18,1,1,267,1,1,4,0,27030,1.0,21,8,1,9.0,2,8,7,7,4.0,2.0,4.0,3,4
24,1,1,1,17,2,0,268,0,1,4,0,25010,9.0,12,8,0,4.0,3,2,2,0,1.0,3.0,3.0,1,3
39,0,1,1,12,5,1,269,0,1,6,0,62200,1.0,14,8,2,20.0,2,20,11,10,4.0,3.0,3.0,3,3
32,0,1,1,2,3,0,270,1,5,1,0,30380,1.0,11,8,0,10.0,5,10,0,8,4.0,4.0,2.0,1,3
50,1,2,1,4,2,1,271,1,4,6,1,44240,3.0,14,8,1,18.0,2,4,1,3,2.0,3.0,3.0,2,3
38,0,1,1,9,4,0,272,1,1,0,0,43120,0.0,12,8,1,10.0,2,9,1,8,2.0,4.0,2.0,2,3
27,0,1,1,10,3,1,273,1,5,1,1,132450,1.0,23,8,1,9.0,3,9,0,7,3.0,1.0,3.0,2,4
32,0,1,0,1,3,1,274,1,2,0,0,136640,3.0,14,8,0,10.0,6,7,7,7,3.0,4.0,3.0,3,3
47,0,1,1,2,3,1,275,0,5,0,0,50210,2.0,17,8,0,20.0,3,7,1,7,4.0,1.0,3.0,3,3
40,0,2,1,3,4,1,276,0,3,8,1,51260,5.0,18,8,0,20.0,2,18,1,12,4.0,1.0,3.0,3,3
53,0,1,1,7,1,0,277,1,2,2,1,28590,3.0,18,8,1,32.0,2,5,1,3,3.0,3.0,3.0,3,3
41,0,1,0,6,3,1,278,1,1,0,2,102390,3.0,24,8,3,23.0,3,21,12,6,2.0,4.0,2.0,3,4
60,0,1,1,8,2,0,279,0,5,2,0,53290,8.0,20,8,0,10.0,3,2,2,2,1.0,1.0,3.0,4,4
27,0,2,1,29,1,0,280,1,2,3,2,43250,1.0,14,8,0,9.0,2,9,1,7,4.0,1.0,2.0,2,3
41,0,1,1,3,3,1,281,1,1,3,1,72600,1.0,16,8,0,22.0,2,22,2,10,4.0,3.0,3.0,3,3
50,0,1,0,9,3,0,282,1,2,1,1,23220,7.0,25,8,1,4.0,0,2,2,2,4.0,2.0,3.0,4,4
28,1,1,0,2,4,0,283,1,3,1,0,20750,7.0,18,8,3,10.0,0,7,3,7,1.0,2.0,3.0,2,3
36,0,0,1,10,4,3,284,0,2,1,1,41520,9.0,19,8,1,10.0,3,8,0,5,1.0,1.0,3.0,3,3
38,0,1,1,1,3,1,285,0,3,5,0,96190,4.0,13,8,1,10.0,2,1,0,0,3.0,3.0,4.0,3,3
44,0,0,1,8,2,0,286,1,1,1,0,135030,2.0,12,8,0,9.0,6,5,1,4,1.0,3.0,3.0,2,3
47,0,2,1,27,3,0,287,1,1,1,2,54410,9.0,22,8,1,28.0,6,22,11,13,4.0,3.0,2.0,2,4
30,0,1,1,8,3,0,288,1,2,0,2,52090,7.0,14,8,1,10.0,3,8,7,7,3.0,4.0,2.0,3,3
29,0,1,1,1,2,1,289,0,1,0,0,106730,1.0,13,8,3,1.0,2,1,0,0,3.0,3.0,3.0,3,3
42,1,2,1,10,1,0,290,0,1,0,2,50100,6.0,21,8,3,7.0,3,2,2,2,3.0,3.0,3.0,3,4
43,0,2,1,26,1,0,291,1,1,2,1,135490,3.0,11,8,2,7.0,3,2,2,2,4.0,4.0,3.0,3,3
34,0,1,1,2,5,3,292,1,2,4,0,49990,3.0,12,8,2,10.0,2,5,4,3,2.0,3.0,3.0,4,3
23,0,1,0,13,3,2,293,1,5,0,1,42210,1.0,11,8,1,5.0,4,4,0,2,2.0,1.0,4.0,3,3
39,0,1,0,2,4,2,294,0,4,4,1,138720,9.0,12,8,3,12.0,3,8,3,6,3.0,2.0,1.0,2,3
56,0,1,1,2,4,1,295,1,1,5,1,20420,7.0,12,8,0,30.0,6,10,1,1,3.0,4.0,2.0,3,3
40,0,1,0,9,3,2,296,1,2,1,0,20730,0.0,14,8,0,5.0,3,4,2,3,4.0,4.0,2.0,3,3
27,0,1,1,10,3,0,297,0,1,2,0,29560,8.0,13,8,0,9.0,6,7,0,7,4.0,1.0,1.0,3,3
29,0,1,0,20,3,2,298,0,2,5,2,29260,1.0,15,8,1,2.0,3,2,2,2,4.0,2.0,3.0,2,3
53,0,1,1,9,3,0,299,0,3,2,0,48090,2.0,18,8,0,19.0,2,2,2,2,4.0,4.0,3.0,3,3
35,0,0,1,5,1,1,300,1,1,4,2,51630,2.0,18,8,2,16.0,4,1,0,0,4.0,1.0,4.0,3,3
32,0,2,0,4,4,0,301,1,2,0,1,188440,1.0,19,8,0,10.0,3,10,4,7,3.0,4.0,3.0,1,3
38,0,1,0,10,3,1,302,1,4,2,1,181720,6.0,12,8,2,6.0,5,1,0,1,4.0,3.0,1.0,3,3
34,0,1,1,20,3,1,303,0,3,2,2,57440,3.0,19,8,1,7.0,4,0,0,0,2.0,1.0,3.0,2,3
52,0,1,0,21,5,3,304,1,3,5,1,28890,1.0,11,8,1,34.0,2,34,1,16,3.0,1.0,4.0,3,3
33,1,1,1,1,2,1,305,1,3,2,0,28710,1.0,17,8,3,10.0,2,10,7,8,4.0,4.0,2.0,3,3
25,0,1,1,8,3,0,306,1,2,1,0,74840,1.0,15,8,0,6.0,3,6,1,4,3.0,4.0,2.0,3,3
45,0,1,0,2,3,0,307,1,3,4,0,60740,0.0,14,8,0,9.0,2,8,3,1,2.0,3.0,3.0,3,3
23,0,1,1,23,1,0,308,0,2,1,0,173280,1.0,17,8,1,2.0,2,2,0,2,1.0,3.0,3.0,1,3
47,1,2,1,4,3,0,309,1,1,7,0,27740,4.0,13,8,1,10.0,2,5,1,3,2.0,3.0,3.0,3,3
34,0,1,1,12,3,3,310,1,1,1,0,45050,1.0,12,8,0,6.0,3,6,1,4,4.0,4.0,3.0,3,3
55,1,1,2,7,3,4,311,1,4,2,1,74280,5.0,12,8,0,24.0,2,5,1,4,4.0,1.0,3.0,3,3
36,0,0,1,7,2,0,312,1,5,0,0,116310,1.0,18,8,1,10.0,2,10,0,9,1.0,1.0,3.0,1,3
52,0,0,1,1,4,0,313,1,5,0,1,97380,0.0,18,8,2,5.0,2,4,1,2,4.0,4.0,3.0,3,3
26,0,2,1,2,2,0,314,1,1,3,2,28350,3.0,11,8,1,5.0,2,2,2,0,1.0,4.0,3.0,3,3
29,0,1,1,10,2,1,315,1,3,3,1,169590,4.0,14,8,3,11.0,5,8,1,1,2.0,3.0,2.0,3,3
26,1,1,1,15,2,0,316,1,2,2,0,26130,6.0,19,8,1,6.0,2,4,1,2,4.0,1.0,2.0,3,3
34,0,1,1,14,4,3,317,1,2,3,0,61460,2.0,12,8,0,10.0,3,4,1,3,2.0,4.0,3.0,3,3
54,0,1,1,18,4,1,318,0,2,2,2,49630,9.0,15,8,1,9.0,2,5,1,4,4.0,1.0,3.0,3,3
27,0,2,1,13,2,0,319,0,4,1,1,195370,0.0,12,8,0,5.0,5,4,1,1,3.0,4.0,3.0,3,3
37,0,1,0,2,4,3,320,1,2,3,2,61720,0.0,11,8,0,6.0,1,5,4,3,4.0,1.0,2.0,3,3
38,0,2,0,2,4,0,321,0,2,1,0,23680,6.0,11,8,1,17.0,3,15,4,12,1.0,1.0,3.0,3,3
34,0,1,0,2,3,2,322,1,1,6,0,103120,1.0,12,8,0,6.0,2,6,1,3,3.0,1.0,3.0,3,3
35,0,1,1,5,4,1,323,1,3,5,1,16750,1.0,16,8,0,3.0,6,3,0,2,1.0,4.0,2.0,2,3
30,0,1,1,20,3,1,324,1,1,2,1,25230,3.0,13,8,1,7.0,2,2,0,2,4.0,3.0,3.0,3,3
40,0,2,1,10,4,1,325,1,2,3,1,65670,1.0,13,8,1,8.0,3,8,3,7,3.0,2.0,3.0,4,3
34,0,1,1,10,3,0,326,1,3,4,1,47390,5.0,24,8,2,6.0,2,3,1,2,3.0,1.0,3.0,3,4
42,0,2,1,9,4,1,327,1,1,3,2,92080,1.0,15,8,1,24.0,2,24,14,9,2.0,4.0,2.0,4,3
23,1,1,0,2,3,1,328,0,4,3,1,45590,1.0,18,8,1,1.0,2,0,0,0,3.0,1.0,3.0,2,3
24,0,0,0,1,5,2,329,0,1,3,2,81890,1.0,14,8,1,1.0,3,1,0,0,3.0,2.0,3.0,3,3
52,0,1,1,29,3,0,330,1,2,3,1,29420,8.0,11,8,1,9.0,1,5,1,4,4.0,3.0,3.0,2,3
50,0,1,1,8,4,0,331,1,2,0,1,49410,5.0,11,8,1,30.0,3,4,0,3,3.0,3.0,3.0,1,3
29,1,1,0,2,4,2,332,0,4,1,1,106500,1.0,13,8,2,1.0,2,1,0,0,2.0,1.0,3.0,4,3
33,0,1,1,3,4,0,333,1,4,3,1,59020,0.0,12,8,1,14.0,2,13,3,7,3.0,3.0,4.0,3,3
33,1,1,1,23,5,0,334,1,1,8,0,86390,5.0,16,8,2,6.0,3,3,0,2,1.0,1.0,3.0,2,3
47,0,1,1,6,4,5,335,1,2,5,1,63470,1.0,14,8,0,26.0,2,26,3,0,3.0,4.0,2.0,4,3
36,0,1,0,6,3,1,336,0,2,0,1,42000,0.0,22,8,0,10.0,3,9,0,5,3.0,2.0,3.0,3,4
29,0,1,1,10,3,5,337,1,1,1,1,34520,1.0,11,8,0,10.0,3,10,0,7,3.0,3.0,3.0,2,3
58,1,1,1,24,3,5,338,0,2,1,0,43170,7.0,17,8,0,40.0,2,31,13,8,4.0,2.0,3.0,3,3
35,0,1,0,10,4,2,339,0,1,1,0,26320,3.0,13,8,3,7.0,3,2,2,2,4.0,3.0,3.0,4,3
42,0,1,0,15,1,2,340,1,2,2,1,46680,9.0,18,8,2,8.0,2,4,0,2,4.0,4.0,3.0,3,3
28,1,1,1,19,4,1,341,0,2,0,0,32040,6.0,16,8,1,5.0,4,2,2,1,3.0,3.0,2.0,2,3
36,0,1,1,2,3,0,342,1,2,4,1,27200,4.0,14,8,1,8.0,3,5,0,4,3.0,2.0,3.0,3,3
32,0,1,1,3,1,1,343,1,2,3,1,171810,1.0,14,8,0,14.0,2,14,6,8,3.0,3.0,3.0,2,3
40,0,2,0,9,3,2,344,1,3,3,0,22380,1.0,14,8,0,10.0,3,1,0,0,1.0,3.0,3.0,3,3
30,0,1,1,7,3,3,345,1,2,7,0,14830,5.0,13,8,0,12.0,3,0,0,0,3.0,4.0,2.0,3,3
45,0,1,1,10,4,0,346,1,1,7,0,56050,1.0,12,8,2,1.0,2,1,0,0,2.0,3.0,3.0,3,3
42,0,1,1,20,2,1,347,1,2,6,1,72950,1.0,15,8,0,10.0,3,9,7,8,2.0,2.0,2.0,3,3
38,0,2,0,4,3,1,348,1,2,1,2,23060,2.0,19,8,1,13.0,5,4,1,2,1.0,1.0,2.0,3,3
34,0,2,1,7,4,0,349,1,3,2,0,23480,1.0,14,8,1,6.0,3,5,1,3,3.0,4.0,3.0,3,3
49,1,1,0,7,2,0,350,0,2,4,1,89980,1.0,14,8,2,9.0,2,9,7,7,3.0,4.0,4.0,4,3
55,1,1,2,16,3,3,351,1,4,3,0,43190,4.0,11,8,0,12.0,3,9,7,3,3.0,4.0,2.0,4,3
43,0,1,1,25,2,1,352,1,2,4,1,61320,6.0,13,8,0,22.0,3,4,1,0,2.0,1.0,3.0,2,3
27,0,1,0,2,4,1,353,1,2,5,2,33460,1.0,21,8,1,9.0,2,9,0,8,3.0,4.0,3.0,2,4
35,0,1,1,1,3,1,354,1,1,7,0,108550,3.0,13,8,1,17.0,2,8,1,6,3.0,3.0,4.0,3,3
28,0,1,0,1,2,3,355,0,1,0,1,22310,1.0,12,8,0,8.0,3,8,7,5,2.0,2.0,3.0,2,3
34,0,1,0,2,5,0,356,1,4,1,1,23230,0.0,17,8,0,4.0,2,3,0,2,3.0,4.0,1.0,3,3
26,1,2,1,22,4,5,357,0,1,0,1,20240,1.0,23,8,0,8.0,2,8,1,7,3.0,3.0,3.0,3,4
27,0,0,0,1,3,3,358,0,1,0,1,27130,1.0,11,8,0,0.0,2,0,0,0,4.0,4.0,2.0,3,3
51,0,1,0,16,3,1,359,1,3,1,1,94390,2.0,15,8,3,29.0,0,20,4,17,1.0,3.0,2.0,3,3
44,0,1,0,24,5,1,360,0,1,0,0,25660,9.0,11,8,1,10.0,3,5,2,3,4.0,2.0,2.0,3,3
25,0,1,1,17,3,1,361,1,1,2,0,199260,7.0,11,8,3,6.0,5,4,0,1,1.0,1.0,2.0,4,3
33,0,1,1,8,4,0,362,1,3,2,2,24510,1.0,13,8,1,9.0,3,9,0,8,1.0,1.0,3.0,2,3
35,0,1,0,6,4,1,363,0,2,5,0,94190,1.0,24,8,1,6.0,5,6,1,1,3.0,1.0,2.0,2,4
36,0,1,0,10,4,2,364,1,3,5,1,86860,1.0,13,8,0,18.0,2,18,4,11,2.0,4.0,2.0,3,3
32,0,1,1,3,4,1,365,0,4,0,2,30380,2.0,20,8,0,8.0,3,5,0,3,2.0,4.0,2.0,3,4
30,0,2,1,4,5,1,366,1,5,6,2,30580,9.0,14,8,1,10.0,2,5,0,3,2.0,4.0,2.0,3,3
53,0,1,0,6,3,2,367,1,4,0,1,23250,7.0,18,8,1,35.0,1,5,0,4,1.0,4.0,3.0,4,3
45,0,1,1,1,5,3,368,1,2,4,2,20880,4.0,15,8,3,18.0,2,5,0,2,4.0,1.0,3.0,3,3
32,0,1,0,10,3,2,369,0,1,8,1,30720,5.0,12,8,0,9.0,4,5,1,3,3.0,3.0,2.0,1,3
52,0,2,1,1,1,0,370,1,2,2,1,50060,3.0,16,8,1,31.0,2,9,0,0,3.0,4.0,3.0,3,3
37,0,1,0,24,2,0,371,0,4,2,2,42570,4.0,15,8,0,9.0,2,1,0,0,4.0,3.0,3.0,3,3
28,0,1,1,21,4,0,372,0,1,4,2,25000,1.0,16,8,2,6.0,3,5,0,4,2.0,4.0,3.0,3,3
22,0,1,1,2,2,0,373,1,1,6,1,11020,6.0,19,8,0,4.0,3,2,2,2,4.0,4.0,1.0,2,3
44,0,1,1,22,3,1,374,0,1,2,1,104530,2.0,11,8,1,10.0,2,3,0,2,1.0,4.0,2.0,3,3
42,0,2,0,13,4,0,375,0,2,2,0,22880,5.0,16,8,1,8.0,4,2,2,2,2.0,4.0,3.0,2,3
36,0,1,1,14,3,5,376,1,2,1,1,39290,0.0,24,8,0,6.0,6,5,0,3,1.0,1.0,3.0,2,4
25,0,1,0,11,3,0,377,0,1,2,1,23110,1.0,11,8,1,5.0,2,5,0,3,3.0,1.0,3.0,3,3
35,0,1,1,9,2,0,378,0,1,4,1,31400,1.0,13,8,1,17.0,2,17,5,15,4.0,3.0,3.0,2,3
35,1,2,0,8,2,2,379,0,1,2,2,36900,1.0,13,8,1,10.0,2,10,7,8,4.0,2.0,2.0,4,3
32,0,0,1,21,3,0,380,1,1,0,2,44500,0.0,13,8,0,4.0,3,3,0,2,4.0,4.0,3.0,3,3
25,0,1,0,5,3,2,381,0,4,1,1,27560,1.0,12,8,2,5.0,2,5,0,3,3.0,1.0,4.0,3,3
49,0,1,0,9,3,3,382,0,2,6,1,190330,2.0,18,8,1,7.0,5,4,0,2,3.0,1.0,3.0,3,3
24,0,0,1,2,5,3,383,1,2,4,1,187220,0.0,22,8,1,6.0,3,5,3,4,1.0,4.0,2.0,3,4
32,0,2,1,12,5,1,384,1,1,1,1,95470,1.0,13,8,1,10.0,3,10,5,3,2.0,2.0,3.0,2,3
38,0,1,0,22,2,1,385,1,1,0,1,137340,0.0,13,8,0,3.0,3,2,1,2,2.0,2.0,3.0,4,3
42,0,1,1,18,1,3,386,0,2,1,1,199990,2.0,23,8,1,17.0,6,5,1,3,3.0,4.0,2.0,3,4
31,0,1,1,16,3,0,387,0,3,0,1,22790,3.0,12,8,1,8.0,3,6,0,2,4.0,4.0,3.0,3,3
29,1,1,0,3,3,2,388,1,3,2,2,59160,6.0,12,8,0,5.0,2,3,0,2,2.0,3.0,3.0,3,3
53,0,1,1,9,3,0,389,1,1,6,1,20890,5.0,16,8,0,28.0,2,2,2,2,1.0,4.0,3.0,2,3
35,0,1,1,1,3,0,390,1,3,4,1,167920,3.0,12,8,1,16.0,3,13,4,8,4.0,2.0,3.0,4,3
37,0,2,1,13,4,0,391,0,3,8,1,35640,5.0,11,8,0,10.0,1,5,0,0,3.0,4.0,3.0,1,3
53,0,1,1,1,1,1,392,1,1,0,0,44250,6.0,22,8,1,33.0,2,12,3,8,4.0,4.0,3.0,4,4
43,0,2,1,1,3,1,393,1,1,2,1,52650,4.0,11,8,1,12.0,4,5,2,2,4.0,4.0,2.0,3,3
47,0,1,0,15,4,2,394,0,3,7,1,65530,0.0,15,8,0,8.0,2,7,7,7,3.0,4.0,3.0,3,3
37,0,0,1,1,5,1,395,0,2,1,0,62610,1.0,12,8,0,10.0,1,10,0,9,1.0,2.0,3.0,3,3
50,0,0,1,17,3,1,396,0,1,2,2,42980,1.0,20,8,1,31.0,6,31,14,7,1.0,1.0,3.0,3,4
39,0,1,1,1,3,5,397,0,3,8,1,68040,8.0,14,8,1,13.0,3,5,0,4,4.0,4.0,3.0,2,3
33,0,1,0,7,3,0,398,1,2,3,2,38150,3.0,11,8,1,7.0,3,4,0,3,4.0,2.0,4.0,3,3
32,1,1,1,9,1,1,399,0,1,2,0,27410,1.0,15,8,1,1.0,5,1,0,1,1.0,4.0,1.0,2,3
29,0,1,1,5,4,0,400,0,4,4,2,66730,6.0,12,8,1,8.0,2,4,0,3,1.0,4.0,3.0,4,3
44,0,1,1,26,2,0,401,1,2,3,1,76390,1.0,14,8,0,8.0,6,8,7,1,2.0,1.0,3.0,3,3
28,0,1,0,24,5,0,402,0,1,1,0,23280,1.0,11,8,2,4.0,3,4,0,2,1.0,4.0,3.0,3,3
58,1,2,0,9,2,3,403,1,1,0,2,21530,9.0,11,8,0,3.0,3,1,0,0,4.0,4.0,2.0,3,3
43,0,1,0,7,4,2,404,1,2,0,2,48760,4.0,16,8,2,4.0,4,1,0,0,1.0,2.0,4.0,3,3
20,1,1,1,11,3,1,405,1,2,0,0,93960,1.0,12,8,0,2.0,6,2,0,2,3.0,3.0,2.0,1,3
21,1,1,1,1,3,1,406,1,2,0,0,104000,1.0,13,8,1,1.0,2,1,0,0,3.0,4.0,2.0,3,3
36,0,1,1,26,4,1,407,1,1,2,1,84740,0.0,14,8,0,17.0,3,16,4,11,3.0,4.0,2.0,3,3
47,0,1,1,2,3,0,408,1,2,3,0,99810,1.0,21,8,1,3.0,3,3,1,2,4.0,4.0,2.0,3,4
22,1,1,1,15,4,0,409,0,1,2,1,124900,0.0,13,8,0,4.0,3,3,0,2,2.0,3.0,4.0,3,3
41,1,1,1,23,3,0,410,0,2,0,2,26570,4.0,11,8,0,10.0,3,7,1,0,2.0,4.0,2.0,4,3
28,0,1,1,10,3,0,411,0,3,5,2,135910,5.0,20,8,1,6.0,2,2,2,2,3.0,3.0,3.0,3,4
39,1,1,1,10,4,0,412,0,4,8,1,66960,7.0,11,8,0,8.0,3,2,2,2,4.0,1.0,1.0,3,3
27,0,1,1,1,3,1,413,1,1,1,0,20580,1.0,14,8,1,1.0,5,1,0,0,2.0,3.0,3.0,3,3
34,0,1,1,12,2,3,414,1,2,8,2,88650,1.0,11,8,1,1.0,0,1,1,0,2.0,2.0,3.0,3,3
42,0,1,0,11,1,3,415,1,2,8,0,59400,7.0,16,8,0,10.0,2,5,0,3,3.0,3.0,3.0,2,3
33,0,1,0,2,3,2,416,0,1,0,0,59140,3.0,16,8,1,6.0,4,3,0,2,3.0,1.0,3.0,3,3
58,0,1,1,2,4,0,417,1,1,1,2,26220,2.0,23,8,0,24.0,3,6,0,4,3.0,2.0,3.0,3,4
31,0,1,0,1,3,0,418,0,1,6,1,121850,3.0,14,8,0,13.0,2,7,5,2,2.0,3.0,4.0,3,3
35,0,1,1,2,1,0,419,1,3,4,1,106090,1.0,22,8,0,10.0,3,10,0,7,4.0,4.0,1.0,3,4
49,0,1,1,25,2,0,420,0,2,0,1,43450,4.0,15,8,0,29.0,3,26,1,7,1.0,2.0,2.0,2,3
